org_key,year,event_key,match_key,match_number,time,alliance,team_key,StartPos,autoTotalFuel,AutoSetOf5Fuel,AutoSetOf10Fuel,qScoringAccuracyAuto,AutoClimb,SingleFuel,SetsOfFuel,SetsOf10Fuel,qHPFeedingEff,qAllianceFeedingEff,qScoringAccuracyTele,DidClimb,endClimb,ClimbHeight,feedLocation,diedDuringMatch,MinorFoul,MajorFoul,didDefense,qDefenseQuality,qDriverSkill,AutoPoints,TeleopPoints,EndgamePoints,contributedPoints,FuelPoints,ClimbPoints,AutoMistake,FoulPoints
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,red,frc8608,"Other side","30",,,,"0","2","20",,,,,"0","0","0","Alliance Side","0",,,,"0","5","30","102","0","132","132","0","0",
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,red,frc6002,"Other side","10",,,,"0","0","48",,,,,"0","0","0","Neutral Zone","1",,,,"0","5","10","240","0","250","250","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc4327,"Human player side","2",,,,"0","11","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","2","11","0","13","13","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc9566,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc5559,"Middle","7",,,,"0","15","3",,,,,"0","0","0","Does not matter","0",,,,"0","4","7","30","0","37","37","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc5248,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Alliance Side","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc5980,"Middle","7",,,,"0","12","2",,,,,"0","0","0","Alliance Side","0",,,,"0","2","7","22","0","29","29","0","0",
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc9203,"Middle","6",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"1","2","6","0","0","6","6","0","1",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc10473,"Middle","5",,,,"0","2","0",,,,,"0","0","0","Alliance Side","0",,,,"0","1","5","2","0","7","7","0","1",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc9239,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc5675,"Human player side","11",,,,"0","0","13",,,,,"0","0","0","Does not matter","0",,,,"0","3","11","65","0","76","76","0","0",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc4237,"Other side","18",,,,"0","5","16",,,,,"0","0","0","Does not matter","0",,,,"0","4","18","85","0","103","103","0","0",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc1188,"Human player side","8",,,,"0","1","8",,,,,"0","0","0","Alliance Side","0",,,,"0","4","8","41","0","49","49","0","0",
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc8041,"Other side","4",,,,"0","9","0",,,,,"0","0","0","Does not matter","0",,,,"0","3","4","9","0","13","13","0","0",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,red,frc7256,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","1",,,,"1","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,red,frc11407,"Human player side","3",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","3","0","0","3","3","0","1",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,red,frc9638,"Middle","0",,,,"0","2","0",,,,,"0","0","0","Does not matter","0",,,,"0","2","0","2","0","2","2","0","0",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc5676,"Other side","2",,,,"0","3","10",,,,,"0","0","0","Neutral Zone","0",,,,"0","3","2","53","0","55","55","0","0",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc5610,"Human player side","0",,,,"0","2","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","2","0","2","2","0","0",
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc8397,"Middle","0",,,,"0","8","0",,,,,"0","1","0","Does not matter","0",,,,"1","2","0","8","0","8","8","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,blue,frc2959,"Other side","0",,,,"0","7","10",,,,,"0","0","0","Does not matter","0",,,,"0","3","0","57","0","57","57","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,blue,frc9703,"Middle","1",,,,"0","3","0",,,,,"0","0","0","Alliance Side","0",,,,"0","1","1","3","0","4","4","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,blue,frc2767,"Human player side","34",,,,"0","0","34",,,,,"0","0","0","Neutral Zone","0",,,,"0","5","34","170","0","204","204","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,red,frc3658,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","1",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,red,frc7911,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm23,23,3/6/2026 7:50:00 PM,red,frc9672,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"1","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm24,24,3/6/2026 7:57:00 PM,red,frc4453,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm24,24,3/6/2026 7:57:00 PM,red,frc6002,"Human player side","40",,,,"0","0","29",,,,,"0","0","0","Does not matter","0",,,,"0","4","40","145","0","185","185","0","0",
frc245,2026,2026milak,2026milak_qm24,24,3/6/2026 7:57:00 PM,red,frc858,"Middle","6",,,,"0","6","7",,,,,"0","0","0","Alliance Side","0",,,,"0","3","6","41","0","47","47","0","0",
