org_key,year,event_key,match_key,match_number,time,alliance,team_key,totalAutoPoints,totalEndgamePoints,contributedPoints,defenceRating,startingPosition,fuelScored,autonAccuracy,numAutonCycles,didClimb,autonClimbPosition,numTeleopCycles,teleopAccuracy,canTrench,canBump,canPushFeed,canShootFeed,didDefense,intakeDefense,scoreDefense,middleBlockage,climbingStartTime,towerStatus,teleopClimbPosition,diedDuringMatch,recoveredFromFreeze,didYellowCard,didRedCard
frc1189,2026,2026milak,2026milak_sf4m1,1,3/7/2026 7:57:00 PM,blue,frc5559,"5","0","5","0","Depot Side (square on ground)","5","5","1","0","N/A","3","5","1","0",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026milak,2026milak_sf8m1,1,3/7/2026 8:33:00 PM,blue,frc5559,"6","0","6","0","Middle","6","5","1","0","N/A","4","5","0","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026milak,2026milak_sf10m1,1,3/7/2026 8:51:00 PM,red,frc5559,"7","0","7","0","Middle","7","5","1","0","N/A","4","5","1","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026miche,2026miche_qm33,33,3/7/2026 9:32:00 PM,red,frc6570,"4","0","4","0","Outpost Side (human player)","4","5","1","0","N/A","4","4","0","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026miche,2026miche_qm34,34,3/7/2026 9:40:00 PM,red,frc240,"2","0","2","0","Depot Side (square on ground)","2","2","1","0","N/A","1","2","1","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026miche,2026miche_qm35,35,3/7/2026 9:48:00 PM,red,frc8124,"5","0","5","0","Middle","5","5","1","0","N/A","0","0","0","0",,,"0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026miche,2026miche_qm37,37,3/7/2026 10:04:00 PM,blue,frc27,"73","0","73","0","Depot Side (square on ground)","73","5","2","0","N/A","1","4","0","1",,,"0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026miche,2026miche_qm40,40,3/7/2026 10:28:00 PM,red,frc240,"3","0","3","2","Depot Side (square on ground)","3","4","2","0","N/A","0","0","0","0",,,"1","N/A","N/A","Medium","0","0","N/A","1","0","0","0"
frc1189,2026,2026miche,2026miche_qm43,43,3/7/2026 10:52:00 PM,red,frc6570,"5","0","5","0","Outpost Side (human player)","5","5","1","0","N/A","3","5","0","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026miche,2026miche_qm44,44,3/7/2026 11:00:00 PM,red,frc27,"58","0","58","0","Depot Side (square on ground)","58","5","2","0","N/A","6","5","1","1",,,"0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm2,2,3/13/2026 3:09:00 PM,red,frc3538,"25","0","25","0","Depot Side Bump","25","5","2","0","N/A","1","0","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","1","1","0","0"
frc1189,2026,2026mimil,2026mimil_qm4,4,3/13/2026 3:27:00 PM,red,frc830,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","4","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm7,7,3/13/2026 3:54:00 PM,blue,frc7553,"2","0","2","0","Middle","2","1","1","0","N/A","3","4","0","1","0","1","1","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm9,9,3/13/2026 4:12:00 PM,blue,frc830,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","2","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm11,11,3/13/2026 4:28:00 PM,blue,frc3538,"38","0","38","0","Depot Side Bump","38","5","2","0","N/A","8","5","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm13,13,3/13/2026 4:44:00 PM,red,frc7553,"6","0","6","0","Depot Side Bump","6","4","1","0","N/A","2","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm15,15,3/13/2026 6:00:00 PM,red,frc830,"0","0","0","5","Outpost Side Trench","0","0","0","0","N/A","1","4","1","0","0","0","1","Medium","Low","Medium","0","0","N/A","1","1","0","0"
frc1189,2026,2026mimil,2026mimil_qm16,16,3/13/2026 6:09:00 PM,blue,frc3538,"38","0","38","0","Depot Side Bump","38","5","1","0","N/A","4","5","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm17,17,3/13/2026 6:18:00 PM,red,frc7553,"6","0","6","0","Depot Side Bump","6","4","1","0","N/A","4","3","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm21,21,3/13/2026 6:54:00 PM,red,frc3538,"45","0","45","0","Depot Side Bump","45","5","1","0","N/A","4","5","0","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm21,21,3/13/2026 6:54:00 PM,blue,frc7553,"2","0","2","0","Middle","2","2","1","0","N/A","5","3","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm22,22,3/13/2026 7:03:00 PM,blue,frc8426,"4","0","4","0","Outpost Side Bump","4","1","0","0","N/A","0","0","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm23,23,3/13/2026 7:12:00 PM,blue,frc830,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","1","2","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm27,27,3/13/2026 7:44:00 PM,blue,frc830,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","2","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm27,27,3/13/2026 7:44:00 PM,red,frc3538,"70","0","70","0","Depot Side Bump","70","5","1","0","N/A","8","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm30,30,3/13/2026 8:08:00 PM,red,frc7553,"5","0","5","0","Depot Side Trench","5","3","1","0","N/A","4","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm30,30,3/13/2026 8:08:00 PM,blue,frc8426,"8","0","8","0","Depot Side Trench","8","5","1","0","N/A","0","0","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm34,34,3/13/2026 8:40:00 PM,red,frc830,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","3","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm34,34,3/13/2026 8:40:00 PM,blue,frc7553,"4","0","4","0","Middle","4","3","1","0","N/A","4","3","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm34,34,3/13/2026 8:40:00 PM,blue,frc3538,"0","0","0","0","Depot Side (square on ground)","0","0","0","0","N/A","10","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm36,36,3/13/2026 8:56:00 PM,blue,frc4362,"33","0","33","0","Middle","33","5","2","0","N/A","5","5","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm36,36,3/13/2026 8:56:00 PM,red,frc67,"52","0","52","0","Depot Side (square on ground)","52","5","1","0","N/A","9","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm36,36,3/13/2026 8:56:00 PM,blue,frc8426,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","1","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm37,37,3/13/2026 9:04:00 PM,blue,frc548,"21","0","21","3","Depot Side (square on ground)","21","5","1","0","N/A","4","4","1","1","1","0","1","Low","Low","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm38,38,3/13/2026 9:12:00 PM,blue,frc3707,"12","0","12","0","Outpost Side (human player)","12","5","1","0","N/A","6","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm41,41,3/13/2026 9:36:00 PM,blue,frc830,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","1","0","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm42,42,3/13/2026 9:44:00 PM,blue,frc7553,"1","0","1","0","Middle","1","1","1","0","N/A","2","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm44,44,3/13/2026 10:00:00 PM,red,frc3538,"68","0","68","0","Depot Side Bump","68","5","1","0","N/A","7","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm46,46,3/13/2026 10:16:00 PM,blue,frc8426,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","6","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm49,49,3/13/2026 10:40:00 PM,blue,frc7553,"0","0","0","0","Middle","0","0","1","0","N/A","2","1","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm49,49,3/13/2026 10:40:00 PM,blue,frc830,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","2","1","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm52,52,3/13/2026 11:04:00 PM,red,frc3538,"25","0","25","0","Not There","25","5","1","0","N/A","4","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm54,54,3/13/2026 11:20:00 PM,red,frc7553,"0","0","0","0","Middle","0","0","1","0","N/A","3","1","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm54,54,3/13/2026 11:20:00 PM,red,frc8426,"8","0","8","0","Depot Side Trench","8","5","1","0","N/A","4","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm56,56,3/13/2026 11:36:00 PM,blue,frc3538,"18","0","18","0","Depot Side Bump","18","5","1","0","N/A","4","3","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm60,60,3/14/2026 1:39:00 PM,red,frc8426,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","0","0","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm60,60,3/14/2026 1:39:00 PM,red,frc830,"0","0","0","3","Middle","0","0","0","0","N/A","0","0","0","1","0","0","1","Low","Medium","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm61,61,3/14/2026 1:48:00 PM,red,frc7553,"0","0","0","0","Depot Side Bump","0","0","1","0","N/A","2","0","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm62,62,3/14/2026 1:57:00 PM,red,frc3538,"0","0","0","0","Depot Side Bump","0","0","0","0","N/A","7","5","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm64,64,3/14/2026 2:15:00 PM,blue,frc830,"4","0","4","0","Depot Side Trench","4","5","1","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","1","0","0"
frc1189,2026,2026mimil,2026mimil_qm65,65,3/14/2026 2:24:00 PM,blue,frc8426,"3","0","3","0","Outpost Side Trench","3","4","1","0","N/A","3","2","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm69,69,3/14/2026 2:58:00 PM,red,frc7553,"2","0","2","0","Middle","2","2","1","0","N/A","4","4","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm1,1,3/14/2026 3:00:00 PM,red,frc6528,"6","0","6","0","Middle","6","1","2","0","N/A","3","4","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm1,1,3/14/2026 3:00:00 PM,blue,frc5263,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm1,1,3/14/2026 3:00:00 PM,red,frc6057,"0","0","0","0","Outpost Side Bump","0","0","0","0","N/A","0","0","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm1,1,3/14/2026 3:00:00 PM,blue,frc815,"4","0","4","0","Outpost Side Trench","4","2","1","0","N/A","3","2","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm1,1,3/14/2026 3:00:00 PM,blue,frc6618,"3","0","3","0","Middle","3","1","1","0","N/A","2","1","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","1","1","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,red,frc9182,"3","0","3","0","Outpost Side Trench","3","3","2","0","N/A","3","3","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,blue,frc5498,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,blue,frc6861,"0","0","0","0","Outpost Side Bump","0","0","0","0","N/A","4","5","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,red,frc5901,"0","0","0","0","Middle","0","0","0","0","N/A","2","4","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,blue,frc8427,"5","0","5","0","Middle","5","5","1","0","N/A","1","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm2,2,3/14/2026 3:09:00 PM,red,frc2620,"17","0","17","0","Depot Side Bump","17","3","1","0","N/A","3","2","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mimil,2026mimil_qm71,71,3/14/2026 3:14:00 PM,blue,frc3538,"33","0","33","0","Depot Side Bump","33","5","2","0","N/A","9","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,blue,frc6914,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,blue,frc2832,"4","0","4","2","Middle","4","2","1","0","N/A","3","3","0","1","1","1","1","N/A","N/A","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,red,frc1528,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,blue,frc247,"3","0","3","0","Not There","3","1","1","0","N/A","9","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,red,frc217,"10","0","10","4","Middle","10","3","1","0","N/A","8","4","1","1","0","0","1","Low","Low","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm3,3,3/14/2026 3:18:00 PM,red,frc9226,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","2","2","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,blue,frc5907,"23","0","23","0","Outpost Side Trench","23","5","1","0","N/A","3","3","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,red,frc6570,"7","0","7","0","Middle","7","4","1","0","N/A","4","4","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,blue,frc6029,"0","0","0","4","Not There","0","0","0","0","N/A","3","2","1","1","1","0","1","Medium","Low","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,red,frc3604,"18","0","18","0","Not There","18","3","1","0","N/A","2","4","1","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,red,frc9572,"8","0","8","0","Outpost Side Bump","8","5","1","0","N/A","6","5","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm4,4,3/14/2026 3:27:00 PM,blue,frc9148,"0","0","0","2","Middle","0","0","0","0","N/A","0","0","0","1","1","0","1","Low","N/A","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm5,5,3/14/2026 3:36:00 PM,red,frc1189,"9","0","9","2","Middle","9","5","1","0","N/A","0","0","1","1","0","0","1","N/A","Low","Low","20","1","Depot Side","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm5,5,3/14/2026 3:36:00 PM,red,frc910,"0","0","0","2","Depot Side Trench","0","0","0","0","N/A","6","4","1","0","0","1","1","Medium","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm5,5,3/14/2026 3:36:00 PM,blue,frc469,"38","0","38","5","Outpost Side Trench","38","5","2","0","N/A","5","5","1","1","1","1","1","Medium","Low","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,red,frc7174,"13","0","13","0","Outpost Side Trench","13","5","2","0","N/A","6","5","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,blue,frc8179,"6","0","6","0","Depot Side Trench","6","3","0","0","N/A","7","2","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,blue,frc5050,"6","0","6","0","Middle","6","5","1","0","N/A","4","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,red,frc6101,"0","0","0","0","Not There","0","0","0","0","N/A","2","1","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","1","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,blue,frc7769,"34","0","34","0","Outpost Side Trench","34","5","2","0","N/A","6","5","1","1","0","1","0","N/A","N/A","N/A","10","1","Middle","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm6,6,3/14/2026 3:45:00 PM,red,frc3322,"0","0","0","0","Depot Side Bump","0","0","0","0","N/A","2","2","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","1","0","0"
frc1189,2026,2026mimil,2026mimil_qm75,75,3/14/2026 3:46:00 PM,red,frc3538,"57","0","57","0","Depot Side Bump","57","5","2","0","N/A","9","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm7,7,3/14/2026 3:54:00 PM,red,frc1528,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm7,7,3/14/2026 3:54:00 PM,blue,frc6152,"0","0","0","0","Outpost Side Trench","0","4","0","0","N/A","7","5","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm7,7,3/14/2026 3:54:00 PM,red,frc10606,"10","0","10","0","Not There","10","5","1","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm7,7,3/14/2026 3:54:00 PM,red,frc2834,"4","0","4","0","Not There","4","2","1","0","N/A","2","1","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm7,7,3/14/2026 3:54:00 PM,blue,frc5090,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
