org_key,year,event_key,match_key,match_number,time,alliance,team_key,autoclimbPoints,endgamePoints,climbPoints,contributedPoints,systemReliability,foulReliability,startRobotPosition,startPositionA,startPositionB,startPositionC,startPositionD,startPositionE,autoDepot,autoNeutral,autoOutpost,autoOutpostInsert,autoNeutralZone,autoClimbLevel,autoClimbPosition,passOrPush,inactiveDidHoard,inactiveDidDefense,inactiveDidWaste,shootOnMove,teleopNeutralZone,endClimbLevel,endClimbPosition,Style,RankingRobot,matchFeederEffectiveness,matchDefenseEffectiveness,matchCounterEffectiveness,shooterPositionDepot,shooterPositionTTrench,shooterPositionTower,shooterPositionHub,shooterPositionOutpost,shooterPositionBTrench,matchMechanismProblem,didRobotFreeze,didRobotRecover,didRobotTip,didRobotJam,didRobotStuck
frc68,2026,2026mimtp,2026mimtp_qm24,24,3/7/2026 8:20:00 PM,red,frc5234,"0","0","0","22.38","10","10.012512749500667","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","3rd","1","0","2","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm24,24,3/7/2026 8:20:00 PM,red,frc5046,"0","0","0","58.08939646030412","10","10.16660268098578","C","0","0","1","0","0","0","0","0","1",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","3rd","1","0","2","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm25,25,3/7/2026 8:28:00 PM,red,frc5235,"0","0","0","4.666440979945147","10","10.001781763569674","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","0","1","0","0","0","0","1","0","the shooter shoots the fuel way too far over the HUB that it makes it nearly impossible for them to score fuel into the HUB at all.","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm26,26,3/7/2026 8:36:00 PM,red,frc6071,"0","0","0","23.34","10","9.96058081408965","C","0","0","1","0","0","0","0","0","0","Mainly Bump","Did not attempt climb","N/A",,"1","0","0","0","N/A","Did not attempt climb","N/A","Shooter","2nd","2","3","4","1","1","1","1","1","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm26,26,3/7/2026 8:36:00 PM,red,frc2337,"0","0","0","130.5640491013417","10","10.013995356945138","A","1","0","0","0","0","0","0","1","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","5","0","5","1","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm27,27,3/7/2026 8:44:00 PM,red,frc10978,"0","0","0","32.04","10","9.995472392761425","B","0","1","0","0","0","0","0","1","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Shooter","2nd","2","1","4","1","1","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm27,27,3/7/2026 8:44:00 PM,red,frc5260,"0","0","0","4.38","8","10.302694133256809","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","0","Mainly Bump","Did not attempt climb","N/A","Shooter","3rd","1","0","1","0","0","0","1","0","0","","0","0","0","0","1"
frc68,2026,2026mimtp,2026mimtp_qm29,29,3/7/2026 9:00:00 PM,red,frc5084,"0","0","0","23.45","3","9.930398637490118","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Shooter","3rd","0","0","1","1","0","0","0","0","0","","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm29,29,3/7/2026 9:00:00 PM,blue,frc5697,"0","0","0","29.838468729890877","8","9.301658249756462","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","1",,,"Did not attempt climb","N/A","Shooter","3rd","2","0","3","0","1","0","1","0","1","","0","0","0","0","1"
frc68,2026,2026miche,2026miche_qm29,29,3/7/2026 9:00:00 PM,blue,frc5046,"0","0","0","58.08939646030412","8","10.16660268098578","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","3","0","0","1","1","0","0","","0","0","0","0","1"
frc68,2026,2026mimtp,2026mimtp_qm30,30,3/7/2026 9:08:00 PM,red,frc2337,"0","0","0","130.5640491013417","10","10.013995356945138","A","1","0","0","0","0","0","0","1","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","4","0","4","0","0","0","0","1","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm30,30,3/7/2026 9:08:00 PM,blue,frc5235,"0","0","0","4.666440979945147","10","10.001781763569674","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","1","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","0","2","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm30,30,3/7/2026 9:08:00 PM,blue,frc5234,"0","0","0","22.38","10","10.012512749500667","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Shooter","3rd","1","0","2","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm32,32,3/7/2026 9:24:00 PM,red,frc10978,"0","0","0","32.04","10","9.995472392761425","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"1","0","0","0","Mainly Trench","Did not attempt climb","N/A","Shoot and Pass","2nd","3","1","3","0","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm34,34,3/7/2026 9:40:00 PM,blue,frc6071,"0","0","0","23.34","3","9.96058081408965","B","0","1","0","0","0","1","0","0","0","Mainly Bump","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Passer","1st","2","1","0","1","0","1","0","1","1","","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm36,36,3/7/2026 9:56:00 PM,red,frc5235,"0","0","0","4.666440979945147","10","10.001781763569674","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","1","0",,,"Did not attempt climb","N/A","Shooter","2nd","2","2","3","1","0","1","0","1","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm37,37,3/7/2026 10:04:00 PM,red,frc5697,"0","0","0","29.838468729890877","3","9.301658249756462","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Passer","1st","3","1","3","0","0","0","1","0","0","","1","1","0","1","0"
frc68,2026,2026miche,2026miche_qm37,37,3/7/2026 10:04:00 PM,blue,frc5046,"0","0","0","58.08939646030412","10","10.16660268098578","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","2","0","0","0","1","1","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm38,38,3/7/2026 10:12:00 PM,blue,frc10978,"0","0","0","32.04","10","9.995472392761425","B","0","1","0","0","0","0","0","1","0","N/A","Did not attempt climb","N/A",,"1","1","0","0","Mainly Trench","Did not attempt climb","N/A","Shoot and Pass","1st","3","2","4","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm38,38,3/7/2026 10:12:00 PM,blue,frc5084,"0","0","0","23.45","10","9.930398637490118","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"1","0","0","0","Only Trench","Did not attempt climb","N/A","Passer","3rd","2","0","2","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm38,38,3/7/2026 10:12:00 PM,red,frc6071,"0","0","0","23.34","10","9.96058081408965","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","1","0","0","N/A","Did not attempt climb","N/A","Passer","1st","2","1","2","0","1","0","1","0","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm38,38,3/7/2026 10:12:00 PM,red,frc5234,"0","0","0","22.38","10","10.012512749500667","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","3rd","1","0","2","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm39,39,3/7/2026 10:20:00 PM,red,frc2337,"0","0","0","130.5640491013417","10","10.013995356945138","A","1","0","0","0","0","0","1","1","1",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","4","2","3","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm41,41,3/7/2026 10:36:00 PM,blue,frc5697,"0","0","0","29.838468729890877","3","9.301658249756462","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","1","1",,,"Did not attempt climb","N/A","Shoot and Pass","2nd","2","1","3","0","0","0","1","0","0","","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm42,42,3/7/2026 10:44:00 PM,blue,frc5084,"0","0","0","23.45","3","9.930398637490118","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"1","0","0","0","Only Trench","Did not attempt climb","N/A","Undifined","3rd","2","0","2","0","1","0","0","0","0","","1","0","0","0","0"
frc68,2026,2026miche,2026miche_qm42,42,3/7/2026 10:44:00 PM,blue,frc5260,"0","0","0","4.38","10","10.302694133256809","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A","1","1","0","0","0","Only Trench","Did not attempt climb","N/A","Passer","3rd","2","0","2","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm42,42,3/7/2026 10:44:00 PM,blue,frc5046,"0","0","0","58.08939646030412","10","10.16660268098578","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","0","2","0","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm43,43,3/7/2026 10:52:00 PM,red,frc2337,"0","0","0","130.5640491013417","10","10.013995356945138","A","1","0","0","0","0","1","1","0","1",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","4","3","4","1","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm43,43,3/7/2026 10:52:00 PM,blue,frc10978,"0","0","0","32.04","3","9.995472392761425","B","0","1","0","0","0","0","0","1","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Undifined","3rd","0","0","0","0","0","0","0","0","0","Shooter fell off/disrupted electrical cause of it freezing the robot","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm45,45,3/7/2026 11:08:00 PM,blue,frc573,"0","0","0","60.38899645609619","10","10.170363353967037","A","1","0","0","0","0","0","1","1","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","4","0","0","0","1","0","1","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm45,45,3/7/2026 11:08:00 PM,red,frc6071,"0","0","0","23.34","3","9.96058081408965","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Passer","3rd","2","3","1","0","1","0","1","1","0","","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm46,46,3/7/2026 11:16:00 PM,red,frc5235,"0","0","0","4.666440979945147","10","10.001781763569674","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","2","1","0","1","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm47,47,3/7/2026 11:24:00 PM,red,frc5234,"0","0","0","22.38","10","10.012512749500667","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Shooter","2nd","1","0","2","0","1","0","0","0","0","shooter hardly functions ","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm49,49,3/7/2026 11:40:00 PM,red,frc5084,"0","0","0","23.45","10","9.930398637490118","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Passer","3rd","2","0","2","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm50,50,3/7/2026 11:48:00 PM,red,frc5260,"0","0","0","4.38","8","10.302694133256809","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","1","N/A","Did not attempt climb","N/A","Undifined","3rd","0","0","0","1","0","1","0","0","0","","0","0","0","0","1"
frc68,2026,2026mimtp,2026mimtp_qm50,50,3/7/2026 11:48:00 PM,blue,frc6071,"0","0","0","23.34","10","9.96058081408965","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","N/A","Did not attempt climb","N/A","Undifined","3rd","1","0","0","0","0","0","0","0","0","stayed in corner whole match, maybe drive issue?","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm51,51,3/7/2026 11:56:00 PM,red,frc5235,"0","0","0","4.666440979945147","10","10.001781763569674","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","2","2","1","0","1","0","1","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm51,51,3/7/2026 11:56:00 PM,blue,frc5234,"0","0","0","22.38","10","10.012512749500667","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","3rd","1","0","2","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm51,51,3/7/2026 11:56:00 PM,red,frc5046,"0","0","0","58.08939646030412","10","10.16660268098578","C","0","0","1","0","0","0","0","0","1",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","2nd","2","0","2","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm52,52,3/8/2026 12:04:00 AM,red,frc5697,"0","0","0","29.838468729890877","3","9.301658249756462","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","1","0",,,"Did not attempt climb","N/A","Shooter","2nd","3","2","3","0","1","0","1","0","0","","0","0","1","0","1"
frc68,2026,2026mimtp,2026mimtp_qm53,53,3/8/2026 12:12:00 AM,red,frc10978,"0","0","0","32.04","10","9.995472392761425","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","1","0","0","Only Trench","Did not attempt climb","N/A","Shooter","2nd","1","2","3","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm54,54,3/8/2026 12:20:00 AM,red,frc5084,"0","0","0","23.45","10","9.930398637490118","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Passer","3rd","2","0","2","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm54,54,3/8/2026 12:20:00 AM,blue,frc5260,"0","0","0","4.38","10","10.302694133256809","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","3rd","0","0","0","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026miche,2026miche_qm57,57,3/8/2026 1:38:00 PM,red,frc5046,"0","0","0","58.08939646030412","10","10.16660268098578","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","0","1","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm56,56,3/8/2026 1:43:00 PM,red,frc6071,"0","0","0","23.34","3","9.96058081408965","B","0","1","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Undifined","3rd","1","0","0","0","0","0","0","0","0","died mid match in mid field","1","0","0","0","0"
frc68,2026,2026mimtp,2026mimtp_qm57,57,3/8/2026 1:51:00 PM,blue,frc10978,"0","0","0","32.04","2","9.995472392761425","B","0","1","0","0","0","0","0","1","0","N/A","Did not attempt climb","N/A",,"0","1","0","0","Only Trench","Did not attempt climb","N/A","Shooter","2nd","1","2","3","0","1","0","1","0","1","","1","1","0","0","1"
