org_key,year,event_key,match_key,match_number,time,alliance,team_key,scouter,Start_Position,Did_Score_In_Auto,Auto_Full_Cycles,Auto_Half_Cycles,End_Position,Climb_In_Auto,Started_With_Auto_Hub,Did_Intake_Fuel,Did_Shoot_Fuel,full_Score_Cycles,half_Score_Cycles,full_Lob_Cycles,half_Lob_Cycles,Did_Climb,Climb_Tier,Did_Feed_Outpost,Did_Lob_Neutral,Did_Lob_Opposite,Died_During_Match,Tipped_Over_During_Match,Got_Beached,Got_Stuck_Under_Trench,Got_Stuck_On_Bump,Got_Damaged,Defense_Quality,Shooter_Accuracy,Driver_Skill,RedCard,YellowCard,otherNotes,Accuracy_Percentage,Total_Auto_Points,Total_Teleop_Points,Total_Fuel_Lobbed,Total_Endgame_Points,Total_Contributed_Points,Total_Fuel_Points,Total_Climb_Points,AutoMistakeFlag,DidScoreMistakeFlag,DidIntakeMistakeFlag,superNotes
frc1912,2026,2026mslr,2026mslr_qm4,4,3/20/2026 2:20:00 PM,blue,frc5863,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","I think there robot was malfunctioning until the last 15 seconds. It barely moved until the end.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm4,4,3/20/2026 2:20:00 PM,blue,frc10309,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm4,4,3/20/2026 2:20:00 PM,red,frc1912,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Did the bot get stuck under the bar?",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm4,4,3/20/2026 2:20:00 PM,red,frc4336,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Undershooting so the balls they shot wouldn’t go into the tower",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm5,5,3/20/2026 2:30:00 PM,red,frc3039,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm5,5,3/20/2026 2:30:00 PM,red,frc10961,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","They were not scoring well and they did not have an auto",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm5,5,3/20/2026 2:30:00 PM,blue,frc4107,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Large capacity, high fire rate, low accuracy ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm5,5,3/20/2026 2:30:00 PM,blue,frc10943,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Beached on the bump",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm6,6,3/20/2026 2:40:00 PM,red,frc3616,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","No turret/ cant shoot on the move.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm6,6,3/20/2026 2:40:00 PM,red,frc8808,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm6,6,3/20/2026 2:40:00 PM,red,frc10661,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","Ramming other bots to throw off aim.Extremely aggressive3 red flags",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm6,6,3/20/2026 2:40:00 PM,blue,frc4400,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Great team, scored over 100 points",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm6,6,3/20/2026 2:40:00 PM,blue,frc9503,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","sucks",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,red,frc11107,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Seems like just a Kit bot.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,blue,frc1421,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Seems there were issues maneuvering their bot ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,blue,frc10655,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,blue,frc7094,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Not very fast, they didn’t shoot quickly or pic up balls quickly",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,red,frc2556,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm7,7,3/20/2026 2:50:00 PM,red,frc2221,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Barely moved, did not intake or shoot during the match",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,red,frc7474,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Didnt show up",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,red,frc6184,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,red,frc590,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Did not show for match 8",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,blue,frc3753,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Can pick up a lot of fuel at a time, not very good at shooting.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,blue,frc5045,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm8,8,3/20/2026 3:00:00 PM,blue,frc10929,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,red,frc4087,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,blue,frc11343,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Never made it into the pit.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,blue,frc11265,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,blue,frc1912,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,red,frc456,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm9,9,3/20/2026 3:10:00 PM,red,frc3606,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","did not show up",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm10,10,3/20/2026 3:19:00 PM,red,frc9153,"David B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Intake clogged? ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm10,10,3/20/2026 3:19:00 PM,red,frc8044,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Their shooter broke down or they decided not to shoot. Either way great defense",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm10,10,3/20/2026 3:19:00 PM,red,frc11345,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","W recovery when stuck in fuel",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm10,10,3/20/2026 3:19:00 PM,blue,frc5863,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm10,10,3/20/2026 3:19:00 PM,blue,frc10961,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Focused on defense and collecting fuel",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,blue,frc3616,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Went offensive in the later end. ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,blue,frc9309,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,blue,frc4107,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,red,frc2992,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,red,frc9734,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Their robot never moved :(",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm11,11,3/20/2026 3:28:00 PM,red,frc10943,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,red,frc2183,"David B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Balls getting caught in their net, had to keep emptying hopper onto the ground to retry a clean intake. ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,red,frc6998,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Turret aimed out of match area and shot out of match twice.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,red,frc1421,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,blue,frc2556,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","they can intake a lot of balls but not good at shooting them",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,blue,frc538,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Went offensive at near the end.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm12,12,3/20/2026 3:37:00 PM,blue,frc10661,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,red,frc2221,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","really slow in driving, wasnt able to do anything but feed the outpost",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,blue,frc1927,"David B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Drive related issues early game, horrendous shooting, ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,blue,frc3039,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Manual aim turret.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,blue,frc11107,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Good team player, another bot got stuck and they rammed the other bot to get them unstuck and it worked",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,red,frc6184,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm13,13,3/20/2026 3:46:00 PM,red,frc10929,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm14,14,3/20/2026 3:55:00 PM,red,frc364,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm14,14,3/20/2026 3:55:00 PM,red,frc4336,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Picks up fuel at a very slow pace.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm14,14,3/20/2026 3:55:00 PM,red,frc7094,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Not very fast at picking up and shooting. They didn’t move around a lot",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm14,14,3/20/2026 3:55:00 PM,blue,frc11287,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm14,14,3/20/2026 3:55:00 PM,blue,frc9405,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Had auto but didnt move during tele op",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,red,frc10655,"Ethan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","shooter seemed broken",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,blue,frc10101,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","They were very confident in team scouting but they didn’t perform well. No points were scored from them at all",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,blue,frc7474,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Were not present at the match",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,blue,frc5045,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,red,frc9717,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm15,15,3/20/2026 4:04:00 PM,red,frc10309,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Their robot has to hover ontop of fuel in order to take it in. ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm16,16,3/20/2026 4:13:00 PM,red,frc4400,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Very fast pickup and shooting. They scored  around 150 points ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm16,16,3/20/2026 4:13:00 PM,red,frc3753,"Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm16,16,3/20/2026 4:13:00 PM,red,frc590,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Focused purely on defense and moving balls using the bumper, something g could be wrong with the intake ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm16,16,3/20/2026 4:13:00 PM,blue,frc9503,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm16,16,3/20/2026 4:13:00 PM,blue,frc11265,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","They were missing some shots and making others, even when staying in the same position.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,red,frc4107,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,blue,frc6998,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,blue,frc11343,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Did not show up",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,blue,frc9309,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","They were aura farming but pickup and shooting was slow",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,red,frc5863,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm17,17,3/20/2026 4:22:00 PM,red,frc8044,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","very good in driving in shooting, played defense well but looked like they had a problem with their turret at the end",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,red,frc9734,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Didn’t score and could not drive robot into position to score.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,red,frc3616,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Quick with pickup, they take about three seconds to wind up before actually shooting. ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,red,frc1927,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","The robot was jittery. Pushed the guilty into the outpost but did not pick it up.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,blue,frc4087,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,blue,frc2556,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","did good intaking balls and hogging them but shooting not as good",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm18,18,3/20/2026 4:31:00 PM,blue,frc1421,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Damaged swerve",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,blue,frc2992,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Accurate and fast",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,blue,frc2221,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,blue,frc9153,"Logan ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Was able to get themselves unstuck by themselves, pretty good ",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,red,frc4336,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","pretty good intake and shooting but driving is their problem",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,red,frc538,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Turret was not shooting high enough to score/was not accurate.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm19,19,3/20/2026 4:40:00 PM,red,frc9405,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Went offense for small time",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm20,20,3/20/2026 6:00:00 PM,red,frc6184,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm20,20,3/20/2026 6:00:00 PM,red,frc11287,"David B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Immediately got stuck on bump, looks like maybe a tank drive is at fault. Auto was 100% accurate, took almost entire match to get unstuck, then died right after doing so",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm20,20,3/20/2026 6:00:00 PM,red,frc9717,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","They didn’t score in auto, not very fast in pickup or shooting",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm20,20,3/20/2026 6:00:00 PM,blue,frc10309,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm20,20,3/20/2026 6:00:00 PM,blue,frc10217,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,blue,frc364,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,blue,frc10655,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,blue,frc456,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,red,frc4400,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","really good team",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,red,frc10943,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm21,21,3/20/2026 6:09:00 PM,red,frc10661,"Judah F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Quick with pickup and scoring. They had a strategy where they pushed all of the balls through the trench to their scoring zone",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm22,22,3/20/2026 6:18:00 PM,red,frc8808,"Seth",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Got stuck on fuel at the end.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm22,22,3/20/2026 6:18:00 PM,red,frc9503,"Jakob",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Died for the first half then did nothing",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm22,22,3/20/2026 6:18:00 PM,red,frc7474,"Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","did not play",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm22,22,3/20/2026 6:18:00 PM,blue,frc11345,"William E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Robot was stuck ontop of fuel. Doesn’t have a good way to take in intake.",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm22,22,3/20/2026 6:18:00 PM,blue,frc11107,"Aiden H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm23,23,3/20/2026 6:27:00 PM,red,frc10929,"Colin M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","",,,,,,,,,,,,""
frc1912,2026,2026mslr,2026mslr_qm23,23,3/20/2026 6:27:00 PM,red,frc3039,"Sheridan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","Decided to push fuel from the neutral zone to their zone and put it into the outpost so human players can throw fuel. Did not pick up fuel during tele op, but shoved it.",,,,,,,,,,,,""
